STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_OUT_TY,C_MSA,L_NUM_BM,WEB_ADDR,PUB_FIPS,CNTYFIPS,YR_SUB
CA,CA0105,14,M701.014,MARTIN LUTHER KING REGIONAL LIBRARY,7340 - 24TH ST. BYPASS,SACRAMENTO,SACRAMENTO COUNTY,95822,4997,9162642700,BR,CC,0,M,6,67,2001
CA,CA0105,15,M701.015,MCCLATCHY BRANCH LIBRARY,2112 - 22ND ST.,SACRAMENTO,SACRAMENTO COUNTY,95818,1714,9162642700,BR,CC,0,M,6,67,2001
CA,CA0105,16,M701.016,MCKINLEY BRANCH LIBRARY,601 ALHAMBRA BLVD.,SACRAMENTO,SACRAMENTO COUNTY,95816,3805,9162642700,BR,CC,0,M,6,67,2001
CA,CA0105,17,M701.017,NORTH HIGHLANDS BRANCH LIBRARY,3601 PLYMOUTH DR.,NORTH HIGHLANDS,SACRAMENTO COUNTY,95660,3309,9162642700,BR,NC,0,M,6,67,2001
CA,CA0105,18,M701.018,NORTH SACRAMENTO/HAGGINWOOD BRANCH LIBRARY,2109 DEL PASO BLVD.,SACRAMENTO,SACRAMENTO COUNTY,95815,3001,9162642700,BR,CC,0,M,6,67,2001
CA,CA0105,19,M701.019,ORANGEVALE BRANCH LIBRARY,8820 GREENBACK LANE #D,ORANGEVALE,SACRAMENTO COUNTY,95662,4019,9162642700,BR,NC,0,M,6,67,2001
CA,CA0105,20,M701.020,RANCHO CORDOVA COMMUNITY LIBRARY,9845 FOLSOM BLVD.,SACRAMENTO,SACRAMENTO COUNTY,95827,1397,9162642700,BR,NC,0,M,6,67,2001
CA,CA0105,21,M701.021,RIO LINDA BRANCH LIBRARY,902 OAK LANE,RIO LINDA,SACRAMENTO COUNTY,95673,2499,9162642700,BR,NC,0,M,6,67,2001
CA,CA0105,22,M701.022,SOUTHGATE COMMUNITY LIBRARY,6132 - 66TH AVE.,SACRAMENTO,SACRAMENTO COUNTY,95823,2784,9162642700,BR,NC,0,M,6,67,2001
CA,CA0105,23,M701.023,SYLVAN OAKS COMMUNITY LIBRARY,6700 AUBURN BLVD.,CITRUS HEIGHTS,SACRAMENTO COUNTY,95621,4299,9162642700,BR,NC,0,M,6,67,2001
CA,CA0105,24,M701.024,WALNUT GROVE BRANCH LIBRARY,14177 MARKET ST.,WALNUT GROVE,SACRAMENTO COUNTY,95690,40,9162642700,BR,NO,0,M,6,67,2001
CA,CA0105,29,M701.025,COLONIAL HEIGHTS LIBRARY,4799 STOCKTON BLVD.,SACRAMENTO,SACRAMENTO COUNTY,95820,4565,9162642700,BR,CC,0,M,6,67,2001
CA,CA0105,30,M701.032,SOUTH NATOMAS LIBRARY,"1620 W. EL CAMINO AVE, SUITE 170",SACRAMENTO,SACRAMENTO COUNTY,95833,3631,9162642700,BR,CC,0,M,6,67,2001
CA,CA0105,31,M701.B01,SACRAMENTO - BOOKMOBILE,5600 SOUTH LAND PARK DR.,SACRAMENTO,SACRAMENTO COUNTY,95822,3306,9162642770,BS,CC,3,M,6,67,2001
CA,CA0106,2,M702.001,STEINBECK LIBRARY,350 LINCOLN AVE.,SALINAS,MONTEREY COUNTY,93901,2692,4087587311,CE,NC,0,M,6,53,2001
CA,CA0106,3,M702.002,CESAR CHAVEZ LIBRARY,615 WILLIAMS RD.,SALINAS,MONTEREY COUNTY,93905,1997,4087587345,BR,NC,0,M,6,53,2001
CA,CA0106,4,M702.003,EL GABILAN LIBRARY,1400 N. MAIN ST.,SALINAS,MONTEREY COUNTY,93906,2857,4087587302,BR,NC,0,M,6,53,2001
CA,CA0107,2,M703.001,SAN ANSELMO PUBLIC LIBRARY,110 TUNSTEAD AVE.,SAN ANSELMO,MARIN COUNTY,94960,2617,4152584656,CE,NC,0,M,6,41,2001
CA,CA0108,2,M704.001,SAN BENITO COUNTY FREE LIBRARY,470 FIFTH ST.,HOLLISTER,SAN BENITO COUNTY,95023,3885,8316364107,CE,NO,0,M,6,69,2001
CA,CA0108,4,M704.B01,SAN BENITO CO - BOOKMOBILE,470 FIFTH ST.,HOLLISTER,SAN BENITO COUNTY,95023,3885,4086372013,BS,NO,1,M,6,69,2001
CA,CA0109,3,M705.002,ADELANTO BRANCH LIBRARY,11744 BARTLETT,ADELANTO,SAN BERNARDINO CO,92301,1753,7602465661,BR,NC,0,M,6,71,2001
CA,CA0109,4,M705.003,APPLE VALLEY BRANCH LIBRARY,15001 WAKITA BOULEVARD,APPLE VALLEY,SAN BERNARDINO CO,92307,3350,7602472022,BR,NC,0,M,6,71,2001
CA,CA0109,5,M705.004,BARSTOW BRANCH LIBRARY,304 E. BUENA VISTA,BARSTOW,SAN BERNARDINO CO,92311,2895,7602564850,BR,NC,0,M,6,71,2001
CA,CA0109,6,M705.005,BIG BEAR LAKE BRANCH LIBRARY,41930 GARSTIN AVE.,BIG BEAR LAKE,SAN BERNARDINO CO,92315,M,9098660162,BR,NC,0,M,6,71,2001
CA,CA0109,7,M705.006,BLOOMINGTON BRANCH LIBRARY,10145 ORCHARD ST.,BLOOMINGTON,SAN BERNARDINO CO,92316,1870,9098771453,BR,NC,0,M,6,71,2001
CA,CA0109,8,M705.007,CHINO BRANCH LIBRARY,13180 CENTRAL AVE.,CHINO,SAN BERNARDINO CO,91710,4125,9095171527,BR,NC,0,M,6,71,2001
CA,CA0109,9,M705.008,CRESTLINE BRANCH LIBRARY,23555 KNAPPS CUT OFF,CRESTLINE,SAN BERNARDINO CO,92325,1087,9093383294,BR,NC,0,M,6,71,2001
CA,CA0109,10,M705.009,HIGHLAND BRANCH LIBRARY,27167 BASE LINE,HIGHLAND,SAN BERNARDINO CO,92346,3199,9098628549,BR,NC,0,M,6,71,2001
CA,CA0109,11,M705.010,FONTANA BRANCH LIBRARY,8334 EMERALD ST.,FONTANA,SAN BERNARDINO CO,92335,3588,9098222321,BR,NC,0,M,6,71,2001
CA,CA0109,12,M705.011,GRAND TERRACE BRANCH LIBRARY,22795 A BARTON RD.,GRAND TERRACE,SAN BERNARDINO CO,92313,M,9097830147,BR,NC,0,M,6,71,2001
CA,CA0109,13,M705.012,HESPERIA BRANCH LIBRARY,9565 SEVENTH AVE.,HESPERIA,SAN BERNARDINO CO,92345,3462,7602444898,BR,NC,0,M,6,71,2001
CA,CA0109,14,M705.013,JOSHUA TREE BRANCH LIBRARY,6465 PARK BLVD.,JOSHUA TREE,SAN BERNARDINO CO,92252,2371,7603668615,BR,NC,0,M,6,71,2001
CA,CA0109,15,M705.014,LAKE ARROWHEAD BRANCH LIBRARY,27235 HIGHWAY 189,BLUE JAY,SAN BERNARDINO CO,92317,766,9093373118,BR,NC,0,M,6,71,2001
CA,CA0109,16,M705.015,LOMA LINDA BRANCH LIBRARY,25581 BARTON ROAD,LOMA LINDA,SAN BERNARDINO CO,92354,3125,9097968621,BR,NC,0,M,6,71,2001
CA,CA0109,17,M705.016,LUCERNE VALLEY BRANCH LIBRARY,331101 OLD WOMAN SPRINGS RD.,LUCERNE VALLEY,SAN BERNARDINO CO,92356,408,7602487521,BR,NC,0,M,6,71,2001
CA,CA0109,18,M705.017,MENTONE BRANCH LIBRARY,1870 MENTONE BLVD.,MENTONE,SAN BERNARDINO CO,92359,1265,9097942657,BR,NC,0,M,6,71,2001
CA,CA0109,19,M705.018,MONTCLAIR BRANCH LIBRARY,9955 FREMONT AVE.,MONTCLAIR,SAN BERNARDINO CO,91763,3223,9096244671,BR,NC,0,M,6,71,2001
CA,CA0109,20,M705.019,NEEDLES BRANCH LIBRARY,1111 BAILEY,NEEDLES,SAN BERNARDINO CO,92363,3193,7603269255,BR,NC,0,M,6,71,2001
CA,CA0109,22,M705.021,RIALTO BRANCH LIBRARY,251 W. FIRST ST.,RIALTO,SAN BERNARDINO CO,92376,5899,9098750144,BR,NC,0,M,6,71,2001
CA,CA0109,23,M705.022,RUNNING SPRINGS BRANCH LIBRARY,31976 HILL TOP BLVD.,RUNNING SPRINGS,SAN BERNARDINO CO,92382,248,9098672554,BR,NC,0,M,6,71,2001
CA,CA0109,24,M705.023,TRONA BRANCH LIBRARY,82805 MT. VIEW ST.,TRONA,SAN BERNARDINO CO,93562,1920,7603725847,BR,NC,0,M,6,71,2001
CA,CA0109,25,M705.024,TWENTYNINE PALMS BRANCH LIBRARY,6078 ADOBE RD.,TWENTYNINE PALMS,SAN BERNARDINO CO,92277,2389,7603679519,BR,NC,0,M,6,71,2001
CA,CA0109,26,M705.025,VICTORVILLE BRANCH LIBRARY,15011 CIRCLE DR.,VICTORVILLE,SAN BERNARDINO CO,92392,3998,7602454222,BR,NC,0,M,6,71,2001
CA,CA0109,27,M705.026,WRIGHTWOOD BRANCH LIBRARY,6014 PARK DR.,WRIGHTWOOD,SAN BERNARDINO CO,92397,1912,7602494577,BR,NC,0,M,6,71,2001
CA,CA0109,28,M705.027,YUCAIPA BRANCH LIBRARY,12040 FIFTH ST.,YUCAIPA,SAN BERNARDINO CO,92399,2794,9097903146,BR,NC,0,M,6,71,2001
CA,CA0109,29,M705.028,YUCCA VALLEY BRANCH LIBRARY,57098 TWENTYNINE PALMS HWY.,YUCCA VALLEY,SAN BERNARDINO CO,92284,2957,7602285455,BR,NC,0,M,6,71,2001
CA,CA0109,32,M705.031,CHINO HILLS,2003 GRAND AVE.,CHINO HILLS,SAN BERNARDINO CO,91709,M,9095905380,BR,NC,0,M,6,71,2001
CA,CA0109,33,M705.B01,SAN BERNARDINO CO - BOOKMOBILE,104 W. 4TH ST.,SAN BERNARDINO,SAN BERNARDINO CO,92415,35,M,BS,NC,2,M,6,71,2001
CA,CA0109,34,M705.029,KAISER BRANCH LIBRARY,11155 ALMOND AVE.,FONTANA,SAN BERNARDINO CO,92337,M,9093575900,BR,NC,0,M,6,71,2001
CA,CA0110,2,M706.001,NORMAN F. FELDHEYM LIBRARY,555 W. SIXTH ST.,SAN BERNARDINO,SAN BERNARDINO CO,92410,3094,9093818201,CE,CC,0,M,6,71,2001
CA,CA0110,3,M706.002,HOWARD M. ROWE BRANCH LIBRARY,108 E. MARSHALL BLVD.,SAN BERNARDINO,SAN BERNARDINO CO,92404,2214,9098833411,BR,CC,0,M,6,71,2001
CA,CA0110,5,M706.004,PAUL VILLASENOR BRANCH LIBRARY,525 N. MT. VERNON AVE.,SAN BERNARDINO,SAN BERNARDINO CO,92411,2698,9093835156,BR,CC,0,M,6,71,2001
CA,CA0110,6,M706.005,DOROTHY INGHRAM BRANCH LIBRARY,1505 W. HIGHLAND AVE.,SAN BERNARDINO,SAN BERNARDINO CO,92411,1235,9098874494,BR,CC,0,M,6,71,2001
CA,CA0111,2,M707.001,SAN BRUNO PUBLIC LIBRARY,701 ANGUS AVE. W.,SAN BRUNO,SAN MATEO COUNTY,94066,3490,6506167078,CE,NC,0,M,6,81,2001
CA,CA0112,3,M708.002,ALPINE LIBRARY,2130 ARNOLD WAY,ALPINE,SAN DIEGO COUNTY,91901,9499,6194454221,BR,NC,0,M,6,73,2001
CA,CA0112,4,M708.003,BONITA-SUNNYSIDE LIBRARY,5047 CENTRAL AVE.,BONITA,SAN DIEGO COUNTY,91902,2698,6194754672,BR,NC,0,M,6,73,2001
CA,CA0112,5,M708.004,BORREGO SPRINGS LIBRARY,652 PALM CANYON RD,BORREGO SPRINGS,SAN DIEGO COUNTY,92004,297,7607675761,BR,NC,0,M,6,73,2001
CA,CA0112,6,M708.005,CAMPO-MORENA VILLAGE LIBRARY,31466 HIGHWAY 94,CAMPO,SAN DIEGO COUNTY,91906,207,6194785945,BR,NC,0,M,6,73,2001
CA,CA0112,7,M708.006,CARDIFF LIBRARY,2027 SAN ELIJO AVE.,CARDIFF BY THE SE,SAN DIEGO COUNTY,92007,1896,7607534027,BR,NC,0,M,6,73,2001
CA,CA0112,8,M708.007,CASA DE ORO LIBRARY,9628 CAMPO RD. #L,SPRING VALLEY,SAN DIEGO COUNTY,91977,1286,6194633236,BR,NC,0,M,6,73,2001
CA,CA0112,9,M708.009,CREST LIBRARY,105 JUANITA LANE,EL CAJON,SAN DIEGO COUNTY,92021,4399,6194427083,BR,NC,0,M,6,73,2001
CA,CA0112,10,M708.010,DEL MAR LIBRARY,1309 CAMINO DEL MAR,DEL MAR,SAN DIEGO COUNTY,92014,2693,6197551666,BR,NC,0,M,6,73,2001
CA,CA0112,11,M708.011,DESCANSO LIBRARY,24617 VIEJAS GRADE RD,DESCANSO,SAN DIEGO COUNTY,91916,185,6194455279,BR,NC,0,M,6,73,2001
CA,CA0112,12,M708.012,EL CAJON LIBRARY,201 E. DOUGLAS,EL CAJON,SAN DIEGO COUNTY,92020,4519,6195794454,BR,NC,0,M,6,73,2001
CA,CA0112,13,M708.013,ENCINITAS LIBRARY,540 CORNISH DR.,ENCINITAS,SAN DIEGO COUNTY,92024,4599,7607537376,BR,NC,0,M,6,73,2001
CA,CA0112,14,M708.014,FALLBROOK LIBRARY,124 S. MISSION RD.,FALLBROOK,SAN DIEGO COUNTY,92028,2896,7607282373,BR,NC,0,M,6,73,2001
CA,CA0112,15,M708.015,FLETCHER HILLS LIBRARY,576 GARFIELD AVE.,EL CAJON,SAN DIEGO COUNTY,92020,2792,6194661132,BR,NC,0,M,6,73,2001
CA,CA0112,17,M708.017,IMPERIAL BEACH LIBRARY,810 IMPERIAL BEACH BLVD.,IMPERIAL BEACH,SAN DIEGO COUNTY,91932,2798,6194246981,BR,NC,0,M,6,73,2001
CA,CA0112,18,M708.018,JACUMBA LIBRARY,44511 OLD HIGHWAY 80,JACUMBA,SAN DIEGO COUNTY,91934,186,6197664608,BR,NC,0,M,6,73,2001
CA,CA0112,19,M708.019,JULIAN LIBRARY,2133 FOURTH ST.,JULIAN,SAN DIEGO COUNTY,92036,326,7607650370,BR,NC,0,M,6,73,2001
CA,CA0112,20,M708.020,LAKESIDE LIBRARY,9839 VINE ST.,LAKESIDE,SAN DIEGO COUNTY,92040,3199,6194431811,BR,NC,0,M,6,73,2001
CA,CA0112,21,M708.021,LA MESA LIBRARY,8055 UNIVERSITY AVE.,LA MESA,SAN DIEGO COUNTY,91941,5097,6194692151,BR,NC,0,M,6,73,2001
CA,CA0112,22,M708.022,LEMON GROVE LIBRARY,8073 BROADWAY,LEMON GROVE,SAN DIEGO COUNTY,91945,2599,6194639819,BR,NC,0,M,6,73,2001
CA,CA0112,23,M708.023,LINCOLN ACRES LIBRARY,2725 GRANGER AVE.,NATIONAL CITY,SAN DIEGO COUNTY,92050,168,6194759880,BR,NC,0,M,6,73,2001
CA,CA0112,24,M708.024,PINE VALLEY LIBRARY,28804 OLD HIGHWAY 80,PINE VALLEY,SAN DIEGO COUNTY,91962,592,6194738022,BR,NC,0,M,6,73,2001
CA,CA0112,25,M708.025,POTRERO LIBRARY,24955 LIBRARY LANE,POTRERO,SAN DIEGO COUNTY,91963,51,6194785978,BR,NC,0,M,6,73,2001
CA,CA0112,26,M708.026,POWAY LIBRARY,13264 POWAY RD.,POWAY,SAN DIEGO COUNTY,92064,4687,6197482411,BR,NC,0,M,6,73,2001
CA,CA0112,27,M708.027,RAMONA LIBRARY,1406 MONTECITO RD.,RAMONA,SAN DIEGO COUNTY,92065,2296,7607382434,BR,NC,0,M,6,73,2001
CA,CA0112,28,M708.028,RANCHO SANTA FE LIBRARY,17040 AVENIDA DE ACACIAS,RANCHO SANTA FE,SAN DIEGO COUNTY,92067,15,6197562512,BR,NC,0,M,6,73,2001
CA,CA0112,29,M708.029,SAN MARCOS LIBRARY,#2 CIVIC CENTER DRIVE,SAN MARCOS,SAN DIEGO COUNTY,92069,1698,7607362160,BR,NC,0,M,6,73,2001
CA,CA0112,30,M708.030,SANTEE LIBRARY,9225 CARLTON HILLS BLVD. #17,SANTEE,SAN DIEGO COUNTY,92071,3192,6194481863,BR,NC,0,M,6,73,2001
CA,CA0112,31,M708.031,SOLANA BEACH LIBRARY,981 LOMAS SANTA DR. #F,SOLANA BEACH,SAN DIEGO COUNTY,92075,1873,6197551404,BR,NC,0,M,6,73,2001
CA,CA0112,32,M708.032,SPRING VALLEY LIBRARY,1043 ELKELTON BLVD.,SPRING VALLEY,SAN DIEGO COUNTY,91977,4796,6194633006,BR,NC,0,M,6,73,2001
CA,CA0112,33,M708.033,VALLEY CENTER LIBRARY,29115 VALLEY CENTER RD.,VALLEY CENTER,SAN DIEGO COUNTY,92082,9699,7607491305,BR,NC,0,M,6,73,2001
CA,CA0112,34,M708.034,VISTA LIBRARY,700 EUCALYPTUS AVE.,VISTA,SAN DIEGO COUNTY,92083,6686,7609455116,BR,NC,0,M,6,73,2001
CA,CA0112,35,M708.B01,SAN DIEGO CO - BOOKMOBILE,"555 OVERLAND AVE., BUILDING 15",SAN DIEGO,SAN DIEGO COUNTY,92123,1296,6196942414,BS,NC,2,M,6,73,2001
CA,CA0113,2,M709.001,CENTRAL LIBRARY,820 E ST.,SAN DIEGO,SAN DIEGO COUNTY,92101,6478,6192365830,CE,CC,0,M,6,73,2001
CA,CA0113,3,M709.002,BALBOA BRANCH LIBRARY,4255 MT. ABERNATHY AVE.,SAN DIEGO,SAN DIEGO COUNTY,92117,5098,6195731390,BR,CC,0,M,6,73,2001
CA,CA0113,4,M709.003,BECKWOURTH BRANCH LIBRARY,721 SAN PASQUAL ST.,SAN DIEGO,SAN DIEGO COUNTY,92113,1839,6195273404,BR,CC,0,M,6,73,2001
CA,CA0113,5,M709.004,BENJAMIN BRANCH LIBRARY,5188 ZION AVE.,SAN DIEGO,SAN DIEGO COUNTY,92120,2792,6195333970,BR,CC,0,M,6,73,2001
CA,CA0113,6,M709.005,CLAIREMONT BRANCH LIBRARY,2920 BURGENER BLVD.,SAN DIEGO,SAN DIEGO COUNTY,92110,1027,8585819935,BR,CC,0,M,6,73,2001
CA,CA0113,7,M709.006,COLLEGE HEIGHTS BRANCH LIBRARY,4710 COLLEGE AVE.,SAN DIEGO,SAN DIEGO COUNTY,92115,3905,6195333902,BR,CC,0,M,6,73,2001
CA,CA0113,8,M709.007,WEINGART CITY HEIGHTS BRANCH LIBRARY,3795 FAIRMOUNT AVE.,SAN DIEGO,SAN DIEGO COUNTY,92105,1693,6196416100,BR,CC,0,M,6,73,2001
CA,CA0113,9,M709.008,RIFORD/LA JOLLA BRANCH LIBRARY,7555 DRAPER AVENUE,LA JOLLA,SAN DIEGO COUNTY,92037,4802,8585521657,BR,CC,0,M,6,73,2001
CA,CA0113,10,M709.009,LINDA VISTA BRANCH LIBRARY,2160 ULRIC ST.,SAN DIEGO,SAN DIEGO COUNTY,92111,6628,8585731399,BR,CC,0,M,6,73,2001
CA,CA0113,11,M709.010,LOGAN HEIGHTS BRANCH LIBRARY,811 S. 28TH ST.,SAN DIEGO,SAN DIEGO COUNTY,92113,2498,6195333968,BR,CC,0,M,6,73,2001
CA,CA0113,12,M709.011,MIRA MESA BRANCH LIBRARY,8405 NEW SALEM ST.,SAN DIEGO,SAN DIEGO COUNTY,92126,2398,8585388165,BR,CC,0,M,6,73,2001
CA,CA0113,13,M709.012,MISSION HILLS BRANCH LIBRARY,925 W. WASHINGTON ST.,SAN DIEGO,SAN DIEGO COUNTY,92103,1895,6196924910,BR,CC,0,M,6,73,2001
CA,CA0113,14,M709.013,KENSINGTON/NORMAL HEIGHTS BRANCH LIBRARY,4121 ADAMS AVE.,SAN DIEGO,SAN DIEGO COUNTY,92116,2507,6195333974,BR,CC,0,M,6,73,2001
CA,CA0113,15,M709.014,NORTH CLAIREMONT BRANCH LIBRARY,4616 CLAIREMONT DR.,SAN DIEGO,SAN DIEGO COUNTY,92117,2701,8585819931,BR,CC,0,M,6,73,2001
CA,CA0113,16,M709.015,NORTH PARK BRANCH LIBRARY,3795 31ST ST.,SAN DIEGO,SAN DIEGO COUNTY,92104,3720,6195333972,BR,CC,0,M,6,73,2001
CA,CA0113,17,M709.016,OAK PARK BRANCH LIBRARY,2802 54TH ST.,SAN DIEGO,SAN DIEGO COUNTY,92105,4941,6195273406,BR,CC,0,M,6,73,2001
CA,CA0113,18,M709.017,OCEAN BEACH BRANCH LIBRARY,4801 SANTA MONICA AVE.,SAN DIEGO,SAN DIEGO COUNTY,92107,2810,6195311532,BR,CC,0,M,6,73,2001
CA,CA0113,19,M709.018,OTAY MESA BRANCH LIBRARY,3003 CORONADO AVE.,SAN DIEGO,SAN DIEGO COUNTY,92154,1521,6194240474,BR,CC,0,M,6,73,2001
CA,CA0113,20,M709.019,PACIFIC BEACH - EARL & BIRDIE TAYLOR BRANCH L,4275 CASS ST.,SAN DIEGO,SAN DIEGO COUNTY,92109,3194,8585819934,BR,CC,0,M,6,73,2001
CA,CA0113,21,M709.020,PARADISE HILLS BRANCH LIBRARY,5922 RANCHO HILLS DR.,SAN DIEGO,SAN DIEGO COUNTY,92139,3137,6195273461,BR,CC,0,M,6,73,2001
CA,CA0113,22,M709.021,POINT LOMA BRANCH LIBRAY,2130 POINSETTIA DR.,SAN DIEGO,SAN DIEGO COUNTY,92107,2494,6195311539,BR,CC,0,M,6,73,2001
CA,CA0113,23,M709.022,RANCHO BERNARDO BRANCH LIBRARY,17110 BERNARDO CENTER DR.,SAN DIEGO,SAN DIEGO COUNTY,92128,2540,8585388163,BR,CC,0,M,6,73,2001
CA,CA0113,24,M709.023,RANCHO PENASQUITOS BRANCH LIBRARY,13355 SALMON RIVER RD.,SAN DIEGO,SAN DIEGO COUNTY,92129,2641,8585388159,BR,CC,0,M,6,73,2001
CA,CA0113,25,M709.024,SAN CARLOS BRANCH LIBRARY,7265 JACKSON DR.,SAN DIEGO,SAN DIEGO COUNTY,92119,2314,6195273430,BR,CC,0,M,6,73,2001
CA,CA0113,26,M709.025,SAN YSIDRO BRANCH LIBRARY,101 W. SAN YSIDRO BLVD.,SAN DIEGO,SAN DIEGO COUNTY,92173,2516,6194240475,BR,CC,0,M,6,73,2001
CA,CA0113,27,M709.026,SCRIPPS MIRAMAR RANCH LIBRARY CENTER,10301 SCRIPPS LAKE DRIVE,SAN DIEGO,SAN DIEGO COUNTY,92131,1026,8585388158,BR,CC,0,M,6,73,2001
CA,CA0113,28,M709.027,SERRA MESA BRANCH LIBRARY,3440 SANDROCK RD.,SAN DIEGO,SAN DIEGO COUNTY,92123,2198,8585731396,BR,CC,0,M,6,73,2001
CA,CA0113,29,M709.028,SKYLINE HILLS BRANCH LIBRARY,480 S. MEADOWBROOK DR.,SAN DIEGO,SAN DIEGO COUNTY,92114,7701,6195273485,BR,CC,0,M,6,73,2001
CA,CA0113,30,M709.029,TIERRASANTA BRANCH LIBRARY,4985 LA CUENTA DR.,SAN DIEGO,SAN DIEGO COUNTY,92124,2601,6195731384,BR,CC,0,M,6,73,2001
CA,CA0113,31,M709.030,UNIVERSITY COMMUNITY BRANCH LIBRARY,4155 GOVERNOR DR.,SAN DIEGO,SAN DIEGO COUNTY,92122,2501,8585521655,BR,CC,0,M,6,73,2001
CA,CA0113,32,M709.031,UNIVERSITY HEIGHTS BRANCH LIBRARY,4193 PARK BLVD.,SAN DIEGO,SAN DIEGO COUNTY,92103,2510,6196924912,BR,CC,0,M,6,73,2001
CA,CA0113,33,M709.032,"MALCOLM X LIBRARY & PERFORMING ARTS CENTER, V",5148 MARKET ST.,SAN DIEGO,SAN DIEGO COUNTY,92114,4899,6195273405,BR,CC,0,M,6,73,2001
CA,CA0113,37,M709.033,CARMEL VALLEY BRANCH LIBRARY,3919 TOWNSGATE DR.,SAN DIEGO,SAN DIEGO COUNTY,92130,M,8585521668,BR,CC,0,M,6,73,2001
CA,CA0113,38,M709.034,CARMEL MOUNTAIN RANCH BRANCH LIBRARY,12095 WORLD TRADE DR.,SAN DIEGO,SAN DIEGO COUNTY,92128,3709,8585388181,BR,CC,0,M,6,73,2001
CA,CA0114,2,M710.001,MAIN LIBRARY,100 LARKIN ST.,SAN FRANCISCO,SAN FRANCISCO COU,94102,4796,4155574200,CE,CC,0,M,6,75,2001
CA,CA0114,3,M710.003,ANZA LIBRARY,550 37TH AVE.,SAN FRANCISCO,SAN FRANCISCO COU,94121,2691,4156667160,BR,CC,0,M,6,75,2001
CA,CA0114,4,M710.004,BERNAL HEIGHTS LIBRARY,500 CORTLAND AVE.,SAN FRANCISCO,SAN FRANCISCO COU,94110,5612,4156955160,BR,CC,0,M,6,75,2001
CA,CA0114,5,M710.005,CHINATOWN LIBRARY,1135 POWELL ST.,SAN FRANCISCO,SAN FRANCISCO COU,94108,M,4152740275,BR,CC,0,M,6,75,2001
CA,CA0114,6,M710.006,EUREKA VALLEY HARVEY MILK MEMORIAL LIBRARY,3555 16TH ST.,SAN FRANCISCO,SAN FRANCISCO COU,94114,1621,4155549445,BR,CC,0,M,6,75,2001
CA,CA0114,7,M710.007,EXCELSIOR LIBRARY,4400 MISSION ST.,SAN FRANCISCO,SAN FRANCISCO COU,94112,1927,4153374735,BR,CC,0,M,6,75,2001
CA,CA0114,8,M710.008,GLEN PARK LIBRARY,653 CHENERY ST.,SAN FRANCISCO,SAN FRANCISCO COU,94131,3092,4153374740,BR,CC,0,M,6,75,2001
CA,CA0114,9,M710.009,GOLDEN GATE VALLEY LIBRARY,1801 GREEN ST.,SAN FRANCISCO,SAN FRANCISCO COU,94123,4921,4152922195,BR,CC,0,M,6,75,2001
CA,CA0114,10,M710.010,INGLESIDE LIBRARY,387 ASHTON AVE.,SAN FRANCISCO,SAN FRANCISCO COU,94112,1745,4153374745,BR,CC,0,M,6,75,2001
CA,CA0114,11,M710.012,MARINA LIBRARY,1890 CHESTNUT ST.,SAN FRANCISCO,SAN FRANCISCO COU,94123,2804,4152922150,BR,CC,0,M,6,75,2001
CA,CA0114,12,M710.013,MERCED LIBRARY,155 WINSTON DR.,SAN FRANCISCO,SAN FRANCISCO COU,94132,2032,4153374780,BR,CC,0,M,6,75,2001
CA,CA0114,13,M710.014,MISSION LIBRARY,300 BARTLETT ST.,SAN FRANCISCO,SAN FRANCISCO COU,94110,3826,4156955090,BR,CC,0,M,6,75,2001
CA,CA0114,14,M710.015,NOE VALLEY LIBRARY,451 JERSEY ST.,SAN FRANCISCO,SAN FRANCISCO COU,94114,3632,4156955095,BR,CC,0,M,6,75,2001
CA,CA0114,15,M710.016,NORTH BEACH LIBRARY,2000 MASON ST.,SAN FRANCISCO,SAN FRANCISCO COU,94133,2354,4152740270,BR,CC,0,M,6,75,2001
CA,CA0114,16,M710.017,OCEAN VIEW LIBRARY,345 RANDOLPH ST.,SAN FRANCISCO,SAN FRANCISCO COU,94112,2924,4153374785,BR,CC,0,M,6,75,2001
CA,CA0114,17,M710.018,ORTEGA LIBRARY,3223 ORTEGA ST.,SAN FRANCISCO,SAN FRANCISCO COU,94122,4098,4157537120,BR,CC,0,M,6,75,2001
CA,CA0114,18,M710.019,PARK LIBRARY,1833 PAGE ST.,SAN FRANCISCO,SAN FRANCISCO COU,94117,1909,4156667155,BR,CC,0,M,6,75,2001
CA,CA0114,19,M710.020,PARKSIDE LIBRARY,1200 TARAVAL ST.,SAN FRANCISCO,SAN FRANCISCO COU,94116,2454,4157537125,BR,CC,0,M,6,75,2001
CA,CA0114,20,M710.021,PORTOLA LIBRARY,2565 SAN BRUNO AVE.,SAN FRANCISCO,SAN FRANCISCO COU,94134,1596,4157154090,BR,CC,0,M,6,75,2001
CA,CA0114,21,M710.022,POTRERO LIBRARY,1616 20TH ST.,SAN FRANCISCO,SAN FRANCISCO COU,94107,2811,4152853022,BR,CC,0,M,6,75,2001
CA,CA0114,22,M710.023,PRESIDIO LIBRARY,3150 SACRAMENTO ST.,SAN FRANCISCO,SAN FRANCISCO COU,94115,2090,4152922155,BR,CC,0,M,6,75,2001
